dep_id,url,mrds_id,mas_id,site_name,latitude,longitude,region,country,state,county,com_type,commod1,commod2,commod3,oper_type,dep_type,prod_size,dev_stat,ore,gangue,other_matl,orebody_fm,work_type,model,alteration,conc_proc,names,ore_ctrl,reporter,hrock_unit,hrock_type,arock_unit,arock_type,structure,tectonic,ref,yfp_ba,yr_fst_prd,ylp_ba,yr_lst_prd,dy_ba,disc_yr,prod_yrs,discr,score
10081284,"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10081284",W033288,,"Dixieland Mine",32.38768,-84.96661,NA,"United States",Alabama,Russell,B,"Sand and Gravel, Construction",,"Titanium, Metal, Zirconium, Kyanite, REE",Unknown,,S,Producer,"Ilmenite, Kyanite, Quartz, Rutile, Zircon",,,TABULAR,,,,"Weathering, Erosion, Fluvial Deposition",,,"Rheams, Karen F.","Terrace Deposit","Gravel,Sand and Gravel",,,,,"SRC.REF: DAVIS, E.G., AND SULLIVAN, G.V., 1971, RECOVERY OF HEAVY MINERALS FROM SAND AND GRAVEL OPERATIONS IN THE SOUTHEAST-ERN UNITED STATES: U.S. BUREAU OF MINES REPT. INV. 7517, 25P.BEG, M.A., 1980, ACTIVE MINES AND QUARRIES OF ALABAMA: ALABAMA GEOLOGICAL SURVEY SPEC. MAP 176.U.S. BUREAU MINES, 1980, SAND AND GRAVEL INDIVIDUAL RESPONDENT TOTALS INCOUNTIES OF ALABAMA: U.S. BUREAU OF MINES UNPUBLISHED DATA, 4 P.STATE OF ALABAMA, 1980, DIVISION OF SAFETY AND INSPECTION-STATISTICAL ANNUAL REPORT, FISCAL YEAR 1980: DEPARTMENT OF INDUSTRIAL RELATIONS, 53 P.SZABO, M.W., 1967, SAND AND GRAVEL IN ALABAMA-A SUMMARY REPORT: ALABAMA GEOLOGICAL SURVEY CIRC. 44, 41 P.U.S. BUREAU OF MINES, UNPUB. SAND AND GRAVEL PRODUCTION FOR ALABAMA COUNTIES, 1980, P. 3.",,,,,,,,,C
10083284,"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10083284",W100007,,"Mitchell Hill Prospect",33.63074,-82.99158,NA,"United States",Georgia,Greene,M,Gold,,,Unknown,Vein,S,"Past Producer",Gold,,,,,"273: Low-sulfide Au-quartz vein",,,,,"Woodruff, Laurel G., Whitlow, S., Cocker, Mark D.",,,,,,,"MEDLIN & HUNT, 1967, P. 27; PARDEE & PARKS;  GA GS BULL. 19Jones, S.P., 1909, Second Report On The Gold Deposits Of Georgia:  Georgia Geological Survey Bulletin 19, 453 P. Jones, S.P., 1909, Second Report On The Gold Deposits Of Georgia:  Georgia Geological Survey Bulletin 19, 453 P.Medlin, J.H. And Hurst, V.J., 1967, Geology And Mineral Resources Of The Bethesda Church Area, Greene County, Georgia:  Georgia Geological Survey Information Circular 35, 29 P.Medlin, J.H. And Hurst, V.J., 1967, Geology And Mineral Resources Of The Bethesda Church Area, Greene County, Georgia:  Georgia Geological Survey Information Circular 35, 29 P.",,,,,,,,,D
10083285,"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10083285",W100008,,Buffalo,33.81124,-83.04158,NA,"United States",Georgia,Oglethorpe,M,Gold,,,Unknown,Vein,S,"Past Producer",Gold,,,,,"273: Low-sulfide Au-quartz vein",,,"Howard, Thaxton, Guarantee, Fluker-Story",,"Woodruff, Laurel G., Whitlow, S., Cocker, Mark D.",,,,,,,"PARDEE AND PARKS; GA GS BULL. 19Jones, S.P., 1909, Second Report On The Gold Deposits Of Georgia:  Georgia Geological Survey Bulletin 19, 453 P.Jones, S.P., 1909, Second Report On The Gold Deposits Of Georgia:  Georgia Geological Survey Bulletin 19, 453 P.",,,,,,,,,D
10083286,"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10083286",W100009,,"Morgan Mine (Arnold Prospect)",33.80014,-83.01658,NA,"United States",Georgia,Oglethorpe,M,Gold,,,Unknown,Vein,S,"Past Producer",Gold,,,,,"273: Low-sulfide Au-quartz vein",,,"Morgan Mine Arnold Prospect",,"Woodruff, Laurel G., Whitlow, S., Cocker, Mark D.",,,,,,,"PARDEE & PARKS; GA GS BULL. 19Jones, S.P., 1909, Second Report On The Gold Deposits Of Georgia:  Georgia Geological Survey Bulletin 19, 453 P.Jones, S.P., 1909, Second Report On The Gold Deposits Of Georgia:  Georgia Geological Survey Bulletin 19, 453 P.",,,,,,,,,D
10083287,"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10083287",W100010,,"Briscoe Mine (Drake Mine)",33.74184,-83.09158,NA,"United States",Georgia,Oglethorpe,M,Gold,,,Unknown,Vein,S,"Past Producer",Gold,,,,,"273: Low-sulfide Au-quartz vein",,,"Briscoe Mine Drake Mine",,"Woodruff, Laurel G., Whitlow, S., Cocker, Mark D.",,,,,,,"PARDEE & PARKS; GA GS BULL. 19Jones, S.P., 1909, Second Report On The Gold Deposits Of Georgia:  Georgia Geological Survey Bulletin 19, 453 P.Jones, S.P., 1909, Second Report On The Gold Deposits Of Georgia:  Georgia Geological Survey Bulletin 19, 453 P.",,,,,,,,,D
10083288,"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10083288",W100011,,"Columbia Mine",33.61684,-82.56516,NA,"United States",Georgia,McDuffie,M,Gold,Silver,,Unknown,Vein,M,"Past Producer","Gold, Chalcopyrite, Galena, Pyrite",,,,,"273: Low-sulfide Au-quartz vein",,,,,"Woodruff, Laurel G., Whitlow, S., Cocker, Mark D.",,,,,"Tuffs, Mica Schist, Slates, Phyllites",,"PARDEE & PARKS; GA GS BULL. 19Pardee, J.T. And Park, C.F., Jr., 1948, Gold Deposits Of The Southern Piedmont:  U.S. Geological Survey Professional Paper 213, 156 P. Pardee, J.T. And Park, C.F., Jr., 1948, Gold Deposits Of The Southern Piedmont:  U.S. Geological Survey Professional Paper 213, 156 P.Jones, S.P., 1909, Second Report On The Gold Deposits Of Georgia:  Georgia Geological Survey Bulletin 19, 453 P. Jones, S.P., 1909, Second Report On The Gold Deposits Of Georgia:  Georgia Geological Survey Bulletin 19, 453 P.",,,,,,,,,D
10083308,"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10083308",W100034,,"G.B. Grant Property",32.85016,-84.57962,NA,"United States",Georgia,Meriwether,M,Iron,,,Unknown,Residual,S,"Past Producer",Limonite,,,,,,,,,,"Whitlow, S., Woodruff, Laurel G.",,,,,,,"HASELTINE, 1924, GS OF GA BULL. 41, P. 141Haseltine, R.H., 1924, Iron Ore Deposits Of Georgia:  Georgia Geological Survey Bulletin 41, 222 P.Haseltine, R.H., 1924, Iron Ore Deposits Of Georgia:  Georgia Geological Survey Bulletin 41, 222 P.",,,,,,,,,D
10083381,"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10083381",W100125,,"Esom Hill Area",33.95014,-85.34995,NA,"United States",Georgia,Polk,M,Iron,,,Unknown,Residual,S,"Past Producer",Limonite,,,,,,,,,,"Woodruff, Laurel G., Whitlow, S.",,,,,,,"MCCALLIE, 1900, GA GS BULL. 10-A;  USBM R.I. 4178Mccallie, S.W., 1900, A Preliminary Report On A Part Of The Iron Ores Of Georgia:  Polk, Bartow And Floyd Counties:  Georgia Geological Survey Bulletin 10a, 190 P. Mccallie, S.W., 1900, A Preliminary Report On A Part Of The Iron Ores Of Georgia:  Polk, Bartow And Floyd Counties:  Georgia Geological Survey Bulletin 10a, 190 P.U.S. Bureau Of Mines Report Of Investigations 4178. U.S. Bureau Of Mines Report Of Investigations 4178.Lesure, F.G., Curtin, G.C., And D'Agistino, J.P., 1993, Mineral Resource Assessment Of Gold And Silver In The Greenville 1-Degree X 2-Degree Quadrangle, SouC, Georgia, And North Carolina, U.S. Geological Survey Field Investigations Map 2213Lesure, F.G., Curtin, G.C., And D'Agistino, J.P., 1993, Mineral Resource Assessment Of Gold And Silver In The Greenville 1-Degree X 2-Degree Quadrangle, SouC, Georgia, And North Carolina, U.S. Geological Survey Field Investigations Map 2213",,,,,,,,,D
10083404,"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10083404",W100148,,"Settles Property",34.11123,-84.10821,NA,"United States",Georgia,Forsyth,M,Gold,,,Unknown,Vein,S,"Past Producer",Gold,,,,,"273: Low-sulfide Au-quartz vein",,,,,"Woodruff, Laurel G., Whitlow, S., Cocker, Mark D.",,,,,,,"LESURE, 1983; PARDEE & PARKSLesure, F.G., Curtin, G. C., And D'Agistino, J.P., 1993, Mineral Resource Assessment Of Gold And Silver In The Greenville 1-Degree X 2-Degree Quadrangle, South Carolina, Georgia, And North Carolina, U.S. Geological Survey Field InvestigatioLesure, F.G., Curtin, G. C., And D'Agistino, J.P., 1993, Mineral Resource Assessment Of Gold And Silver In The Greenville 1-Degree X 2-Degree Quadrangle, South Carolina, Georgia, And North Carolina, U.S. Geological Survey Field Investigatio",,,,,,,,,D
10083405,"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10083405",W100149,,"W.T. Fowler Placer",34.21683,-84.24711,NA,"United States",Georgia,Forsyth,M,Gold,,,Unknown,Vein,S,"Past Producer",Gold,,,,,"273: Low-sulfide Au-quartz vein",,,,,"Woodruff, Laurel G., Whitlow, S., Cocker, Mark D.",,,,,,,"LESURE, 1983; PARDEE & PARKSLesure, F.G., Curtin, G. C., And D'Agistino, J.P., 1993, Mineral Resource Assessment Of Gold And Silver In The Greenville 1-Degree X 2-Degree Quadrangle, South Carolina, Georgia, And North Carolina, U.S. Geological Survey Field InvestigatioLesure, F.G., Curtin, G. C., And D'Agistino, J.P., 1993, Mineral Resource Assessment Of Gold And Silver In The Greenville 1-Degree X 2-Degree Quadrangle, South Carolina, Georgia, And North Carolina, U.S. Geological Survey Field Investigatio",,,,,,,,,D
10083406,"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10083406",W100150,,"Little Property",34.06123,-84.15551,NA,"United States",Georgia,Forsyth,M,Gold,,,Unknown,Vein,S,"Past Producer",Gold,,,,,"273: Low-sulfide Au-quartz vein",,,"Little Property/Collins/Campbell/",,"Woodruff, Laurel G., Whitlow, S., Cocker, Mark D.",,,,,,,"LESURE, 1983; PARDEE & PARKSLesure, F.G., Curtin, G. C., And D'Agistino, J.P., 1993, Mineral Resource Assessment Of Gold And Silver In The Greenville 1-Degree X 2-Degree Quadrangle, South Carolina, Georgia, And North Carolina, U.S. Geological Survey Field InvestigatioLesure, F.G., Curtin, G. C., And D'Agistino, J.P., 1993, Mineral Resource Assessment Of Gold And Silver In The Greenville 1-Degree X 2-Degree Quadrangle, South Carolina, Georgia, And North Carolina, U.S. Geological Survey Field Investigatio",,,,,,,,,D
10083407,"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10083407",W100151,,"Sawnee Mt.",34.24453,-84.13321,NA,"United States",Georgia,Forsyth,M,Gold,,,Unknown,"Stream Placer",S,"Past Producer",Gold,,,,,"119: Placer Au-PGE",,,,,"Woodruff, Laurel G., Whitlow, S., Cocker, Mark D.",,,,,,,"LESURE, 1983; PARDEE & PARKSLesure, F.G., Curtin, G. C., And D'Agistino, J.P., 1993, Mineral Resource Assessment Of Gold And Silver In The Greenville 1-Degree X 2-Degree Quadrangle, South Carolina, Georgia, And North Carolina, U.S. Geological Survey Field InvestigatioLesure, F.G., Curtin, G. C., And D'Agistino, J.P., 1993, Mineral Resource Assessment Of Gold And Silver In The Greenville 1-Degree X 2-Degree Quadrangle, South Carolina, Georgia, And North Carolina, U.S. Geological Survey Field Investigatio",,,,,,,,,D
10083668,"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10083668",W100465,,Hixon,33.73344,-84.96663,NA,"United States",Georgia,Carroll,M,Gold,,,Unknown,Vein,S,"Past Producer",Gold,,,,,"273: Low-sulfide Au-quartz vein",,,"Hixon Lassetter/Hart",,"Woodruff, Laurel G., Whitlow, S., Cocker, Mark D.",,,,,,,"LESURE, 1983; PARDEE & PARKS; GA GS BULL 19Lesure, F.G., Curtin, G. C., And D'Agistino, J.P., 1993, Mineral Resource Assessment Of Gold And Silver In The Greenville 1-Degree X 2-Degree Quadrangle, South Carolina, Georgia, And North Carolina, U.S. Geological Survey Field InvestigatioLesure, F.G., Curtin, G. C., And D'Agistino, J.P., 1993, Mineral Resource Assessment Of Gold And Silver In The Greenville 1-Degree X 2-Degree Quadrangle, South Carolina, Georgia, And North Carolina, U.S. Geological Survey Field InvestigatioJones, S.P., 1909, Second Report On The Gold Deposits Of Georgia:  Georgia Geological Survey Bulletin 19, 453 P.Jones, S.P., 1909, Second Report On The Gold Deposits Of Georgia:  Georgia Geological Survey Bulletin 19, 453 P.",,,,,,,,,C
10083669,"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10083669",W100466,,"J.L.Davis Property",33.70014,-84.96663,NA,"United States",Georgia,Carroll,M,Gold,,,Unknown,Vein,S,"Past Producer",Gold,,,,,"273: Low-sulfide Au-quartz vein",,,,,"Woodruff, Laurel G., Whitlow, S., Cocker, Mark D.",,,,,,,"LESURE, 1983; PARDEE & PARKS; GA GS BULL 19Lesure, F.G., Curtin, G. C., And D'Agistino, J.P., 1993, Mineral Resource Assessment Of Gold And Silver In The Greenville 1-Degree X 2-Degree Quadrangle, South Carolina, Georgia, And North Carolina, U.S. Geological Survey Field InvestigatioLesure, F.G., Curtin, G. C., And D'Agistino, J.P., 1993, Mineral Resource Assessment Of Gold And Silver In The Greenville 1-Degree X 2-Degree Quadrangle, South Carolina, Georgia, And North Carolina, U.S. Geological Survey Field InvestigatioJones, S.P., 1909, Second Report On The Gold Deposits Of Georgia:  Georgia Geological Survey Bulletin 19, 453 P.Jones, S.P., 1909, Second Report On The Gold Deposits Of Georgia:  Georgia Geological Survey Bulletin 19, 453 P.",,,,,,,,,C
10083670,"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10083670",W100468,,"Hollins (Royal) Mine",33.70954,-85.28184,NA,"United States",Georgia,Haralson,M,Gold,,,Unknown,Vein,M,"Past Producer",Gold,,,,,"273: Low-sulfide Au-quartz vein",,,"Hollins Royal Mine",,"Woodruff, Laurel G., Whitlow, S., Cocker, Mark D.",,,,,,,"LESURE, 1983; GA GS BULL. 19Lesure, F.G., Curtin, G. C., And D'Agistino, J.P., 1993, Mineral Resource Assessment Of Gold And Silver In The Greenville 1-Degree X 2-Degree Quadrangle, South Carolina, Georgia, And North Carolina, U.S. Geological Survey Field InvestigatioLesure, F.G., Curtin, G. C., And D'Agistino, J.P., 1993, Mineral Resource Assessment Of Gold And Silver In The Greenville 1-Degree X 2-Degree Quadrangle, South Carolina, Georgia, And North Carolina, U.S. Geological Survey Field InvestigatioJones, S.P., 1909, Second Report On The Gold Deposits Of Georgia:  Georgia Geological Survey Bulletin 19, 453 P.Jones, S.P., 1909, Second Report On The Gold Deposits Of Georgia:  Georgia Geological Survey Bulletin 19, 453 P.Yeates, W.S., Mccallie, S.W. And King, F.P., 1896, A Preliminary Report On The Gold Deposits Of Georgia:  Georgia Geological Survey Bulletin B-4a, 542 P.Yeates, W.S., Mccallie, S.W. And King, F.P., 1896, A Preliminary Report On The Gold Deposits Of Georgia:  Georgia Geological Survey Bulletin B-4a, 542 P.",,,,,,,,,D
10083671,"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10083671",W100469,,"Chambers Mine",33.75014,-84.93603,NA,"United States",Georgia,Carroll,M,Gold,,,Unknown,Vein,S,"Past Producer",Gold,,,,,"273: Low-sulfide Au-quartz vein",,,,,"Woodruff, Laurel G., Whitlow, S., Cocker, Mark D.",,,,,,,"LESURE, 1983; PARDEE & PARKS; GA GS BULL 19Lesure, F.G., Curtin, G. C., And D'Agistino, J.P., 1993, Mineral Resource Assessment Of Gold And Silver In The Greenville 1-Degree X 2-Degree Quadrangle, South Carolina, Georgia, And North Carolina, U.S. Geological Survey Field InvestigatioLesure, F.G., Curtin, G. C., And D'Agistino, J.P., 1993, Mineral Resource Assessment Of Gold And Silver In The Greenville 1-Degree X 2-Degree Quadrangle, South Carolina, Georgia, And North Carolina, U.S. Geological Survey Field InvestigatioJones, S.P., 1909, Second Report On The Gold Deposits Of Georgia:  Georgia Geological Survey Bulletin 19, 453 P.Jones, S.P., 1909, Second Report On The Gold Deposits Of Georgia:  Georgia Geological Survey Bulletin 19, 453 P.",,,,,,,,,C
10083672,"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10083672",W100470,,"No Name, Lot 77 2nd Dist.",33.70014,-84.87773,NA,"United States",Georgia,Douglas,M,Gold,,,Unknown,"Stream Placer",S,"Past Producer",Gold,,,,,"119: Placer Au-PGE",,,,,"Whitlow, S., Woodruff, Laurel G.",,,,,,,"LESURE, 1983; GA GS BULL 19Lesure, F.G., Curtin, G. C., And D'Agistino, J.P., 1993, Mineral Resource Assessment Of Gold And Silver In The Greenville 1-Degree X 2-Degree Quadrangle, South Carolina, Georgia, And North Carolina, U.S. Geological Survey Field InvestigatioLesure, F.G., Curtin, G. C., And D'Agistino, J.P., 1993, Mineral Resource Assessment Of Gold And Silver In The Greenville 1-Degree X 2-Degree Quadrangle, South Carolina, Georgia, And North Carolina, U.S. Geological Survey Field InvestigatioJones, S.P., 1909, Second Report On The Gold Deposits Of Georgia:  Georgia Geological Survey Bulletin 19, 453 P.Jones, S.P., 1909, Second Report On The Gold Deposits Of Georgia:  Georgia Geological Survey Bulletin 19, 453 P.",,,,,,,,,D
10083673,"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10083673",W100471,,"Pine Mt. Mine",33.75344,-84.88553,NA,"United States",Georgia,Douglas,M,Gold,,,Unknown,"Stratabound Disseminated Sulfide",M,"Past Producer",Gold,"Anthophyllite, Kyanite, Chlorite, Paragonite, Muscovite",,"FOLDED STRATABOUND",,,Muscovite-Kyanite-Quartz,,Stockmar,"Eolded Zones Of Sulfide Disseminations","Woodruff, Laurel G., Whitlow, S., Klein, Terry L., Cocker, Mark D.","Villa Rica Gneiss",Schist,,,"Muscovite-Paragonite Quartzite, Mud Creek Formation",,"PATE, 1980LESURE, 1983; PARDEE PARKS; GA GS BULL. 19; ABRAMS AND MCCONNEL, 1986 GGS GUID EBOOK.; PATE M.L., 1980 GGS OPEN-FILE REPORT 81-3Lesure, F.G., Curtin, G. C., And D'Agistino, J.P., 1993, Mineral Resource Assessment Of Gold And Silver In The Greenville 1-Degree X 2-Degree Quadrangle, South Carolina, Georgia, And North Carolina, U.S. Geological Survey Field InvestigatioLesure, F.G., Curtin, G. C., And D'Agistino, J.P., 1993, Mineral Resource Assessment Of Gold And Silver In The Greenville 1-Degree X 2-Degree Quadrangle, South Carolina, Georgia, And North Carolina, U.S. Geological Survey Field InvestigatioJones, S.P., 1909, Second Report On The Gold Deposits Of Georgia:  Georgia Geological Survey Bulletin 19, 453 P. Jones, S.P., 1909, Second Report On The Gold Deposits Of Georgia:  Georgia Geological Survey Bulletin 19, 453 P.Mcconnell, K.I. And Abrams, C.E., 1984, Geology Of The Greater Atlanta Region:  Georgia Geological Survey Bulletin 96, 127.Mcconnell, K.I. And Abrams, C.E., 1984, Geology Of The Greater Atlanta Region:  Georgia Geological Survey Bulletin 96, 127.Pate, M.L., 1980, Gold, Pyrite, And Asbestos Deposits Of The Villa Rica Mining District, West-Central Georgia:  A Preliminary Report:  Georgia Geological Survey Open-File Report 81-3, 24 P. Pate, M.L., 1980, Gold, Pyrite, And Asbestos Deposits Of The Villa Rica Mining District, West-Central Georgia:  A Preliminary Report:  Georgia Geological Survey Open-File Report 81-3, 24 P.",,,,,,,,,B
10083674,"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10083674",W100472,,"No Name",33.64044,-84.76993,NA,"United States",Georgia,Douglas,M,Gold,,,Unknown,Vein,S,"Past Producer",Gold,,,,,"273: Low-sulfide Au-quartz vein",,,,,"Woodruff, Laurel G., Whitlow, S., Cocker, Mark D.",,,,,,,"PARDEE & PARKS; GA GS MINERAL MAPMineral Resource Map Of Georgia, 1969, Reprinted 1992:  Georgia Geological Survey, Scale 1:500,000.Mineral Resource Map Of Georgia, 1969, Reprinted 1992:  Georgia Geological Survey, Scale 1:500,000.",,,,,,,,,D
10083696,"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10083696",W100501,,"Reeds Mt. Mine",33.70154,-85.13134,NA,"United States",Georgia,Haralson,M,Iron-Pyrite,,,Unknown,Vein,S,"Past Producer","Pyrite, Limonite, Manganese Ox-Hydrous",,,,,"184: Massive sulfide, kuroko",,,,,"Woodruff, Laurel G., Whitlow, S., Cocker, Mark D.",,,,,,,"HASELTINE, 1924, GA GS BULL 41 P. 150Haseltine, R.H., 1924, Iron Ore Deposits Of Georgia:  Georgia Geological Survey Bulletin 41, 222 P.Haseltine, R.H., 1924, Iron Ore Deposits Of Georgia:  Georgia Geological Survey Bulletin 41, 222 P.",,,,,,,,,C
10083697,"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10083697",W100502,,"Draketown Dist. (Douglas Mn Prospect & Statham Property)",33.85014,-85.04104,NA,"United States",Georgia,Haralson,M,Manganese,,,Unknown,Residual,S,"Past Producer","Iron Oxides-Hydrated",,,,,,,,"Draketown Dist. Douglas Mn Prospect & Statham Property",,"Woodruff, Laurel G., Whitlow, S., Cocker, Mark D.",,,,,,,"Haseltine, R.H., 1924, Iron Ore Deposits Of Georgia:  Georgia Geological Survey Bulletin 41, 222 P.Haseltine, R.H., 1924, Iron Ore Deposits Of Georgia:  Georgia Geological Survey Bulletin 41, 222 P.",,,,,,,,,D
10083698,"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10083698",W100503,,"Simpson Mine",33.98904,-85.05824,NA,"United States",Georgia,Polk,M,Iron,,,Unknown,Residual,S,"Past Producer",Limonite,,,,,,,,,,"Whitlow, S., Woodruff, Laurel G.",,,,,,,"HURST, 1969; MCCALLIE, 1900 GA GS BULL. 10-AMccallie, S.W., 1900, A Preliminary Report On A Part Of The Iron Ores Of Georgia:  Polk, Bartow And Floyd Counties:  Georgia Geological Survey Bulletin 10a, 190 P.Mccallie, S.W., 1900, A Preliminary Report On A Part Of The Iron Ores Of Georgia:  Polk, Bartow And Floyd Counties:  Georgia Geological Survey Bulletin 10a, 190 P.Hurst, V.J., 1969",,,,,,,,,D
10083699,"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10083699",W100505,,"Green Bank",33.99404,-85.10964,NA,"United States",Georgia,Polk,M,Iron,,,Unknown,Residual,S,"Past Producer",Limonite,,,,,,,,,,"Whitlow, S., Woodruff, Laurel G.",,,,,,,"MCCALLIE, 1900, GA GS BULL. 10-AMccallie, S.W., 1900, A Preliminary Report On A Part Of The Iron Ores Of Georgia:  Polk, Bartow And Floyd Counties:  Georgia Geological Survey Bulletin 10a, 190 P.Mccallie, S.W., 1900, A Preliminary Report On A Part Of The Iron Ores Of Georgia:  Polk, Bartow And Floyd Counties:  Georgia Geological Survey Bulletin 10a, 190 P.",,,,,,,,,D
10083725,"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10083725",W100533,,"Young Deer Creek",34.19183,-84.05821,NA,"United States",Georgia,Forsyth,M,Gold,,,Unknown,"Stream Placer",S,"Past Producer",Gold,,,,,"119: Placer Au-PGE",,,,,"Woodruff, Laurel G., Whitlow, S., Cocker, Mark D.",,,,,,,"LESURE, 1983; PARDEE & PARKS; BULL. 19Lesure, F.G., Curtin, G. C., And D'Agistino, J.P., 1993, Mineral Resource Assessment Of Gold And Silver In The Greenville 1-Degree X 2-Degree Quadrangle, South Carolina, Georgia, And North Carolina, U.S. Geological Survey Field InvestigatioLesure, F.G., Curtin, G. C., And D'Agistino, J.P., 1993, Mineral Resource Assessment Of Gold And Silver In The Greenville 1-Degree X 2-Degree Quadrangle, South Carolina, Georgia, And North Carolina, U.S. Geological Survey Field Investigatio",,,,,,,,,D
10083726,"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10083726",W100534,,"Faver Mine",34.12933,-84.18601,NA,"United States",Georgia,Forsyth,M,Gold,,,Unknown,"Stream Placer",S,"Past Producer",Gold,,,,,"119: Placer Au-PGE",,,,,"Woodruff, Laurel G., Whitlow, S., Cocker, Mark D.",,,,,,,"LESURE, 1983; PARDEE & PARKS, BULL. 19Lesure, F.G., Curtin, G. C., And D'Agistino, J.P., 1993, Mineral Resource Assessment Of Gold And Silver In The Greenville 1-Degree X 2-Degree Quadrangle, South Carolina, Georgia, And North Carolina, U.S. Geological Survey Field InvestigatioLesure, F.G., Curtin, G. C., And D'Agistino, J.P., 1993, Mineral Resource Assessment Of Gold And Silver In The Greenville 1-Degree X 2-Degree Quadrangle, South Carolina, Georgia, And North Carolina, U.S. Geological Survey Field InvestigatioJones, S.P., 1909, Second Report On The Gold Deposits Of Georgia:  Georgia Geological Survey Bulletin 19, 453 P.Jones, S.P., 1909, Second Report On The Gold Deposits Of Georgia:  Georgia Geological Survey Bulletin 19, 453 P.",,,,,,,,,D
10083727,"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10083727",W100535,,Looper,34.35573,-84.16931,NA,"United States",Georgia,Dawson,M,Gold,,,Unknown,Vein,S,"Past Producer",Gold,,,,,"273: Low-sulfide Au-quartz vein",,,"Looper/Barrett/Barrett Au/Vandiviere/Hayes/Crawford",,"Woodruff, Laurel G., Whitlow, S., Cocker, Mark D.",,,,,,,"LESURE, 1983; PARDEE & PARKS; BULL. 19Lesure, F.G., Curtin, G. C., And D'Agistino, J.P., 1993, Mineral Resource Assessment Of Gold And Silver In The Greenville 1-Degree X 2-Degree Quadrangle, South Carolina, Georgia, And North Carolina, U.S. Geological Survey Field InvestigatioLesure, F.G., Curtin, G. C., And D'Agistino, J.P., 1993, Mineral Resource Assessment Of Gold And Silver In The Greenville 1-Degree X 2-Degree Quadrangle, South Carolina, Georgia, And North Carolina, U.S. Geological Survey Field InvestigatioJones, S.P., 1909, Second Report On The Gold Deposits Of Georgia:  Georgia Geological Survey Bulletin 19, 453 P.Jones, S.P., 1909, Second Report On The Gold Deposits Of Georgia:  Georgia Geological Survey Bulletin 19, 453 P.",,,,,,,,,C
10083728,"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10083728",W100536,,"Scott (Old Steele)",34.42093,-84.19711,NA,"United States",Georgia,Dawson,M,Gold,,,Unknown,Vein,S,"Past Producer",Gold,,,,,"273: Low-sulfide Au-quartz vein",,,"Scott Old Steele",,"Whitlow, S., Cocker, Mark D., Woodruff, Laurel G.",,,,,,,"PARDEE & PARKS; LESURE, 1983Lesure, F.G., Curtin, G. C., And D'Agistino, J.P., 1993, Mineral Resource Assessment Of Gold And Silver In The Greenville 1-Degree X 2-Degree Quadrangle, South Carolina, Georgia, And North Carolina, U.S. Geological Survey Field InvestigatioLesure, F.G., Curtin, G. C., And D'Agistino, J.P., 1993, Mineral Resource Assessment Of Gold And Silver In The Greenville 1-Degree X 2-Degree Quadrangle, South Carolina, Georgia, And North Carolina, U.S. Geological Survey Field Investigatio",,,,,,,,,D
